application_id,customer_id,applied_at,credit_check_at,decision,decided_at,card_issued_at,requested_credit_limit,approved_credit_limit,created_at,updated_at
app_8zicntrl,cust_mix7ib5n,2022-08-28,2022-08-28,approved,2022-08-28,2022-09-02,1000,1500,2022-08-28,2022-08-28
app_lgjjgawa,cust_why4h350,2024-06-12,2024-06-13,approved,2024-06-13,2024-06-16,500,2000,2024-06-12,2024-06-13
app_papxjifd,cust_ldb2uuij,2024-03-25,2024-03-25,approved,2024-03-25,2024-03-28,3000,500,2024-03-25,2024-03-25
app_ghmkm819,cust_azc0b4ms,2023-09-13,2023-09-13,rejected,2023-09-13,,1000,,2023-09-13,2023-09-13
app_snxp5u5a,cust_oxrteo2t,2022-11-13,2022-11-13,approved,2022-11-14,2022-11-21,3000,500,2022-11-13,2022-11-14
app_63fznk4s,cust_8a5fbuot,2022-07-16,2022-07-16,approved,2022-07-17,2022-07-24,1000,2000,2022-07-16,2022-07-17
app_hojwxuq9,cust_xsfh4gg2,2022-05-15,2022-05-15,approved,2022-05-16,2022-05-21,3000,1000,2022-05-15,2022-05-16
app_5j7b0jwi,cust_kcd0rlex,2022-08-05,2022-08-05,approved,2022-08-05,2022-08-11,500,500,2022-08-05,2022-08-05
app_906p4db7,cust_ccasbuov,2022-04-13,2022-04-13,approved,2022-04-14,2022-04-20,500,2000,2022-04-13,2022-04-14
app_vsn5srki,cust_1ffuu5f0,2024-02-01,2024-02-01,approved,2024-02-02,2024-02-09,3000,1500,2024-02-01,2024-02-02
app_1ucuofg9,cust_tgxnx4sn,2023-04-13,2023-04-13,rejected,2023-04-13,,1000,,2023-04-13,2023-04-13
app_lvmh9hh4,cust_vsffcxhg,2024-02-07,2024-02-07,approved,2024-02-08,2024-02-13,5000,2000,2024-02-07,2024-02-08
app_i3c37we6,cust_7so8w503,2022-07-04,2022-07-04,rejected,2022-07-04,,500,,2022-07-04,2022-07-04
app_gxklspo3,cust_ofu1wsgy,2024-08-01,2024-08-01,approved,2024-08-02,2024-08-07,2000,500,2024-08-01,2024-08-02
app_t3ry6mxt,cust_s6y3vg6v,2024-12-25,2024-12-25,approved,2024-12-27,2025-01-01,500,1500,2024-12-25,2024-12-27
app_bw275hoe,cust_361xsnbt,2023-04-18,2023-04-18,approved,2023-04-18,2023-04-23,2000,2000,2023-04-18,2023-04-18
app_qhd6vx67,cust_snh2odpv,2023-07-11,2023-07-11,approved,2023-07-11,2023-07-15,2000,2000,2023-07-11,2023-07-11
app_fzrscmj6,cust_7pchcbn9,2024-12-10,2024-12-10,rejected,2024-12-12,,500,,2024-12-10,2024-12-12
app_58xzudg5,cust_ra47sh2s,2023-05-11,2023-05-11,approved,2023-05-11,2023-05-14,3000,500,2023-05-11,2023-05-11
app_wm6y6j11,cust_djoyohaz,2022-07-30,2022-07-30,approved,2022-07-30,2022-08-02,1000,500,2022-07-30,2022-07-30
app_mx5b1ha3,cust_3i8qoags,2022-06-20,2022-06-20,approved,2022-06-22,2022-06-29,5000,1000,2022-06-20,2022-06-22
app_vhsrt6jc,cust_t2jpnrim,2024-08-07,2024-08-07,approved,2024-08-08,2024-08-11,2000,500,2024-08-07,2024-08-08
app_fdtve10h,cust_n2hz2omt,2023-07-22,2023-07-22,approved,2023-07-23,2023-07-27,5000,500,2023-07-22,2023-07-23
app_elmlfivu,cust_7rm6j8y6,2024-11-15,2024-11-15,approved,2024-11-15,2024-11-20,3000,2000,2024-11-15,2024-11-15
app_jkf6ozlr,cust_bm41qesl,2022-02-09,2022-02-09,approved,2022-02-10,2022-02-13,2000,500,2022-02-09,2022-02-10
app_g5vzlllw,cust_jtiqwnrh,2024-02-26,2024-02-26,approved,2024-02-27,2024-03-05,5000,2000,2024-02-26,2024-02-27
app_thoo4oua,cust_y3z2t4h2,2022-11-12,2022-11-12,approved,2022-11-13,2022-11-16,1000,2000,2022-11-12,2022-11-13
app_o5q5igeg,cust_wtlrj4bd,2022-12-12,2022-12-12,rejected,2022-12-12,,1000,,2022-12-12,2022-12-12
app_dge2m0g9,cust_ls1qcwq8,2022-12-26,2022-12-26,rejected,2022-12-26,,3000,,2022-12-26,2022-12-26
app_xdfjl4od,cust_g4eij00h,2024-03-28,2024-03-28,approved,2024-03-28,2024-04-01,1000,2000,2024-03-28,2024-03-28
app_fdgrr9vm,cust_o1cjfx5l,2023-06-05,2023-06-05,approved,2023-06-06,2023-06-11,5000,1000,2023-06-05,2023-06-06
app_4lvh6kv9,cust_bm65q57t,2022-10-11,2022-10-11,rejected,2022-10-11,,3000,,2022-10-11,2022-10-11
app_ocfssw96,cust_1ektyr1k,2024-06-21,2024-06-21,approved,2024-06-21,2024-06-27,3000,1500,2024-06-21,2024-06-21
app_v4pvkfn6,cust_5pizx3hc,2023-06-04,2023-06-04,approved,2023-06-06,2023-06-11,2000,500,2023-06-04,2023-06-06
app_rzhxka7u,cust_xtjgcedq,2024-08-03,2024-08-03,approved,2024-08-04,2024-08-07,1500,1500,2024-08-03,2024-08-04
app_23ejm03t,cust_tgdjz0if,2024-10-30,2024-10-30,approved,2024-10-31,2024-11-07,500,1500,2024-10-30,2024-10-31
app_oguf4zkr,cust_zbc1fjot,2023-02-02,2023-02-02,rejected,2023-02-03,,5000,,2023-02-02,2023-02-03
app_537yvvwm,cust_1i1p0bq1,2024-12-19,2024-12-19,rejected,2024-12-19,,500,,2024-12-19,2024-12-19
app_q4o724m9,cust_f00terkm,2022-05-07,2022-05-07,rejected,2022-05-07,,3000,,2022-05-07,2022-05-07
app_c5i8h912,cust_gje2ab2r,2022-11-24,2022-11-24,rejected,2022-11-25,,1000,,2022-11-24,2022-11-25
app_sy4yslcj,cust_79wcxz2e,2023-04-25,2023-04-25,approved,2023-04-26,2023-05-02,5000,2000,2023-04-25,2023-04-26
app_yubez5if,cust_0an0jbzu,2024-10-03,2024-10-03,approved,2024-10-04,2024-10-09,500,1500,2024-10-03,2024-10-04
app_wyj4oq5q,cust_36tcfkjn,2022-01-05,2022-01-06,approved,2022-01-06,2022-01-11,500,2000,2022-01-05,2022-01-06
app_nzspa2rz,cust_nwlc83gy,2022-12-12,2022-12-12,approved,2022-12-13,2022-12-16,500,1000,2022-12-12,2022-12-13
app_tuyqc56i,cust_c4e5hrdu,2024-03-29,2024-03-29,approved,2024-03-30,2024-04-02,5000,1500,2024-03-29,2024-03-30
app_ovd38r3y,cust_vc7hr6c2,2022-05-15,2022-05-15,rejected,2022-05-16,,1000,,2022-05-15,2022-05-16
app_siiney03,cust_cwt04chs,2022-08-05,2022-08-05,approved,2022-08-06,2022-08-09,1500,1500,2022-08-05,2022-08-06
app_l5k7id70,cust_wg0odwmq,2024-05-25,2024-05-25,approved,2024-05-26,2024-06-02,3000,1500,2024-05-25,2024-05-26
app_x30bu3pr,cust_f9pml9ln,2024-06-13,2024-06-13,approved,2024-06-13,2024-06-17,2000,1000,2024-06-13,2024-06-13
app_i4mwru4n,cust_t0mq8abk,2022-02-04,2022-02-04,approved,2022-02-04,2022-02-11,3000,1000,2022-02-04,2022-02-04
app_hzt1qza7,cust_4a3yjtu7,2022-11-18,2022-11-18,approved,2022-11-18,2022-11-22,500,1500,2022-11-18,2022-11-18
app_oy4xcqr5,cust_ijkuuhcl,2024-09-26,2024-09-26,rejected,2024-09-27,,1500,,2024-09-26,2024-09-27
app_k2c6es3u,cust_vk0ucc1m,2024-06-28,2024-06-28,approved,2024-06-28,2024-07-05,1000,2000,2024-06-28,2024-06-28
app_soo0bf0u,cust_va1nkbtf,2024-10-27,2024-10-27,rejected,2024-10-28,,500,,2024-10-27,2024-10-28
app_6g0henr5,cust_1udp2fmr,2022-04-30,2022-04-30,approved,2022-05-01,2022-05-08,3000,1000,2022-04-30,2022-05-01
app_v7mb4lzi,cust_ypmlvak9,2024-07-19,2024-07-19,approved,2024-07-20,2024-07-25,500,1500,2024-07-19,2024-07-20
app_5why7ebg,cust_hthsjr0f,2022-02-21,2022-02-21,rejected,2022-02-22,,500,,2022-02-21,2022-02-22
app_u8fbpscm,cust_hzjq8cxx,2024-02-04,2024-02-04,approved,2024-02-04,2024-02-10,1500,1000,2024-02-04,2024-02-04
app_ceptq9xu,cust_n9dl5tgs,2024-08-24,2024-08-24,approved,2024-08-25,2024-08-29,1000,500,2024-08-24,2024-08-25
app_qi3t9ryw,cust_r0aymk99,2023-08-14,2023-08-14,approved,2023-08-15,2023-08-21,1000,1000,2023-08-14,2023-08-15
app_d6dp1gr9,cust_767j2dg1,2023-07-19,2023-07-19,approved,2023-07-19,2023-07-26,2000,2000,2023-07-19,2023-07-19
app_hm1not8s,cust_jo091c79,2024-10-03,2024-10-03,approved,2024-10-04,2024-10-11,2000,500,2024-10-03,2024-10-04
app_lytcctwd,cust_v3zo7utx,2022-04-04,2022-04-04,rejected,2022-04-04,,5000,,2022-04-04,2022-04-04
app_t58vdesk,cust_so0uswbk,2024-04-14,2024-04-14,approved,2024-04-14,2024-04-21,5000,1500,2024-04-14,2024-04-14
app_mwby97hm,cust_65dlxzf0,2022-07-09,2022-07-09,rejected,2022-07-09,,500,,2022-07-09,2022-07-09
app_laper9tv,cust_08kg68a1,2022-02-06,2022-02-06,approved,2022-02-06,2022-02-09,500,2000,2022-02-06,2022-02-06
app_owjw66yn,cust_ivrocvit,2023-03-08,2023-03-08,approved,2023-03-09,2023-03-15,3000,2000,2023-03-08,2023-03-09
app_3yzvu1lq,cust_y4k7bpgy,2023-01-12,2023-01-12,approved,2023-01-13,2023-01-17,500,1000,2023-01-12,2023-01-13
app_ahnbgslc,cust_l6314cqe,2023-07-19,2023-07-19,rejected,2023-07-19,,5000,,2023-07-19,2023-07-19
app_c9s3wr17,cust_u9td0v2z,2024-06-19,2024-06-19,rejected,2024-06-19,,1000,,2024-06-19,2024-06-19
app_7ebkm7qx,cust_euswrgvz,2023-02-03,2023-02-03,approved,2023-02-03,2023-02-06,2000,1000,2023-02-03,2023-02-03
app_chkeameq,cust_29omuwah,2023-08-18,2023-08-18,rejected,2023-08-18,,5000,,2023-08-18,2023-08-18
app_q2p4lz26,cust_elou83g4,2024-10-07,2024-10-07,approved,2024-10-08,2024-10-12,1500,1500,2024-10-07,2024-10-08
app_fhsfs34s,cust_6tm2o04k,2023-10-31,2023-10-31,approved,2023-10-31,2023-11-04,2000,1000,2023-10-31,2023-10-31
app_odi02ftx,cust_2cf4mntf,2024-03-11,2024-03-11,rejected,2024-03-11,,1000,,2024-03-11,2024-03-11
app_sqywsbzh,cust_zjd5n3ks,2023-01-07,2023-01-07,rejected,2023-01-08,,3000,,2023-01-07,2023-01-08
app_bmdq449g,cust_hbn5elb4,2022-07-03,2022-07-03,approved,2022-07-03,2022-07-09,1500,1000,2022-07-03,2022-07-03
app_w7x7coj1,cust_a1whhkt1,2022-09-11,2022-09-11,rejected,2022-09-12,,500,,2022-09-11,2022-09-12
app_47g51m92,cust_ydbpgvv4,2024-07-30,2024-07-30,rejected,2024-07-30,,3000,,2024-07-30,2024-07-30
app_s5s651o7,cust_t91qe37q,2024-08-01,2024-08-01,approved,2024-08-01,2024-08-06,500,500,2024-08-01,2024-08-01
app_7qx2hzg3,cust_f6jng7l4,2023-11-19,2023-11-19,rejected,2023-11-19,,2000,,2023-11-19,2023-11-19
app_n5cj2mtu,cust_g1ved32l,2022-06-15,2022-06-15,approved,2022-06-15,2022-06-20,1500,2000,2022-06-15,2022-06-15
app_y3d3ujkm,cust_t9nm3v2p,2023-12-16,2023-12-16,approved,2023-12-17,2023-12-24,500,1500,2023-12-16,2023-12-17
app_n23znhns,cust_xchfu131,2022-11-24,2022-11-24,approved,2022-11-24,2022-11-29,500,1500,2022-11-24,2022-11-24
app_ar5la3ug,cust_ntxrgn74,2022-11-16,2022-11-16,approved,2022-11-16,2022-11-22,2000,1000,2022-11-16,2022-11-16
app_n8tm2zvq,cust_f5x9ee34,2024-05-27,2024-05-27,approved,2024-05-28,2024-06-02,1500,500,2024-05-27,2024-05-28
app_yb0qf7y1,cust_ipar0zj7,2024-01-30,2024-01-30,approved,2024-01-31,2024-02-03,3000,1000,2024-01-30,2024-01-31
app_jpbw9hka,cust_cw2lbm2q,2024-11-16,2024-11-16,rejected,2024-11-17,,500,,2024-11-16,2024-11-17
app_h02ioivt,cust_kgzvk2jw,2023-01-04,2023-01-04,approved,2023-01-05,2023-01-11,2000,2000,2023-01-04,2023-01-05
app_0emiu2dg,cust_rec2jwjj,2022-08-26,2022-08-26,approved,2022-08-26,2022-08-30,5000,2000,2022-08-26,2022-08-26
app_pb1o6k0j,cust_g2igsb98,2022-11-23,2022-11-23,rejected,2022-11-24,,1500,,2022-11-23,2022-11-24
app_ccoavbmw,cust_0gu4bj3b,2024-08-29,2024-08-29,approved,2024-08-30,2024-09-02,1500,500,2024-08-29,2024-08-30
app_qba3jp19,cust_nzrf5a7q,2023-10-27,2023-10-27,approved,2023-10-28,2023-11-04,3000,1000,2023-10-27,2023-10-28
app_bcljw4rb,cust_8p74mjdx,2024-03-22,2024-03-22,rejected,2024-03-22,,5000,,2024-03-22,2024-03-22
app_c88disz6,cust_ad7x48wz,2022-09-20,2022-09-20,rejected,2022-09-20,,500,,2022-09-20,2022-09-20
app_u98dgxya,cust_2gdgkxcq,2023-08-12,2023-08-12,rejected,2023-08-13,,2000,,2023-08-12,2023-08-13
app_917w113w,cust_f1hx6zdc,2023-06-21,2023-06-21,rejected,2023-06-21,,1000,,2023-06-21,2023-06-21
app_755imx3s,cust_bofloaz1,2024-09-14,2024-09-14,rejected,2024-09-15,,500,,2024-09-14,2024-09-15
app_vzklqthe,cust_m41kht8x,2023-09-06,2023-09-06,rejected,2023-09-06,,2000,,2023-09-06,2023-09-06
app_u3t78h9c,cust_w0fgzvrc,2023-10-06,2023-10-06,approved,2023-10-07,2023-10-14,2000,2000,2023-10-06,2023-10-07
app_tee3qi2o,cust_a6wixaw6,2022-08-11,2022-08-11,approved,2022-08-12,2022-08-18,3000,500,2022-08-11,2022-08-12
app_0skoxtpi,cust_r2h2p39y,2023-11-08,2023-11-08,rejected,2023-11-08,,1500,,2023-11-08,2023-11-08
app_onrpxa6k,cust_hbgcj1gn,2022-12-15,2022-12-15,rejected,2022-12-16,,5000,,2022-12-15,2022-12-16
app_vd6haw6f,cust_w1aragdx,2023-08-18,2023-08-18,approved,2023-08-19,2023-08-26,2000,2000,2023-08-18,2023-08-19
app_qswua9us,cust_xso7vbgr,2022-07-29,2022-07-29,approved,2022-07-29,2022-08-03,500,1000,2022-07-29,2022-07-29
app_zpyku5rh,cust_etdn1th1,2023-03-31,2023-03-31,approved,2023-03-31,2023-04-04,500,500,2023-03-31,2023-03-31
app_rwrci7xs,cust_rgybxkpm,2024-07-29,2024-07-29,rejected,2024-07-30,,1000,,2024-07-29,2024-07-30
app_nyzkifeh,cust_re6zvlhy,2023-11-11,2023-11-11,approved,2023-11-11,2023-11-15,3000,1000,2023-11-11,2023-11-11
app_bnc41j6r,cust_h6cvbphv,2023-01-09,2023-01-09,approved,2023-01-09,2023-01-13,500,2000,2023-01-09,2023-01-09
app_93zindxk,cust_6utios5h,2024-09-07,2024-09-07,approved,2024-09-08,2024-09-14,2000,500,2024-09-07,2024-09-08
app_orfh0o3u,cust_lu6vfua9,2022-04-07,2022-04-07,approved,2022-04-07,2022-04-14,2000,1500,2022-04-07,2022-04-07
app_4v4a4ipv,cust_3zdrc1yo,2023-04-03,2023-04-03,approved,2023-04-03,2023-04-09,1000,500,2023-04-03,2023-04-03
app_6sfz0wwr,cust_kz40aq15,2024-05-07,2024-05-07,rejected,2024-05-09,,1000,,2024-05-07,2024-05-09
app_wz3ijepz,cust_wnytk1zw,2023-03-12,2023-03-12,approved,2023-03-13,2023-03-18,500,1500,2023-03-12,2023-03-13
app_s7gowh1s,cust_8y5dnwng,2022-05-25,2022-05-25,rejected,2022-05-26,,3000,,2022-05-25,2022-05-26
app_l90kt5f3,cust_s3qt36qn,2022-05-17,2022-05-17,approved,2022-05-17,2022-05-21,3000,1500,2022-05-17,2022-05-17
app_okbks65t,cust_8cfeffh8,2022-03-05,2022-03-05,approved,2022-03-05,2022-03-11,3000,500,2022-03-05,2022-03-05
app_p7jz098p,cust_ttqu6l2i,2024-02-14,2024-02-14,approved,2024-02-14,2024-02-17,1000,2000,2024-02-14,2024-02-14
app_gchqvilq,cust_f7zk94yx,2022-11-16,2022-11-16,rejected,2022-11-17,,3000,,2022-11-16,2022-11-17
app_gdgs8thl,cust_qla09lzr,2023-08-26,2023-08-26,rejected,2023-08-26,,1000,,2023-08-26,2023-08-26
app_7ug5qigf,cust_07merbye,2022-03-13,2022-03-13,approved,2022-03-13,2022-03-16,5000,1500,2022-03-13,2022-03-13
app_tkhbblbq,cust_xvh7katq,2022-06-29,2022-06-29,rejected,2022-06-30,,2000,,2022-06-29,2022-06-30
app_dhuc8893,cust_cyozpnam,2023-10-08,2023-10-08,approved,2023-10-08,2023-10-15,1500,2000,2023-10-08,2023-10-08
app_vvr2d3zt,cust_7vnawjgq,2022-10-12,2022-10-12,rejected,2022-10-12,,1000,,2022-10-12,2022-10-12
app_mx721cme,cust_kvr0i2fk,2024-09-06,2024-09-06,approved,2024-09-06,2024-09-10,2000,2000,2024-09-06,2024-09-06
app_qxb3tt23,cust_xb1r8vnr,2024-06-28,2024-06-28,rejected,2024-06-29,,1000,,2024-06-28,2024-06-29
app_tzthzdsp,cust_su4fcl5e,2022-12-10,2022-12-10,rejected,2022-12-10,,1500,,2022-12-10,2022-12-10
app_x2a5amlh,cust_kxcgw1vg,2023-11-03,2023-11-03,rejected,2023-11-03,,500,,2023-11-03,2023-11-03
app_maumyrl1,cust_ydu3asnr,2023-12-18,2023-12-18,approved,2023-12-19,2023-12-25,1000,1000,2023-12-18,2023-12-19
app_g1lmslge,cust_2uy84zz2,2024-06-02,2024-06-02,approved,2024-06-03,2024-06-08,1000,500,2024-06-02,2024-06-03
app_sk9zf1j3,cust_ln36v1mz,2022-03-03,2022-03-03,approved,2022-03-04,2022-03-10,5000,2000,2022-03-03,2022-03-04
app_126483dx,cust_lh9p1ear,2024-06-09,2024-06-09,approved,2024-06-10,2024-06-14,5000,1000,2024-06-09,2024-06-10
app_jtm9qgb7,cust_8mfs0iud,2022-02-13,2022-02-13,approved,2022-02-13,2022-02-16,1500,1500,2022-02-13,2022-02-13
app_8ignb92q,cust_a0774rzg,2022-09-05,2022-09-06,approved,2022-09-07,2022-09-13,5000,2000,2022-09-05,2022-09-07
app_09ikax11,cust_e9ede1zu,2022-04-15,2022-04-15,approved,2022-04-15,2022-04-18,500,1000,2022-04-15,2022-04-15
app_2s59hz5l,cust_y4io9p46,2024-09-25,2024-09-25,approved,2024-09-25,2024-09-29,1500,1500,2024-09-25,2024-09-25
app_x2nqju6i,cust_osyeoz90,2022-12-24,2022-12-24,rejected,2022-12-24,,1000,,2022-12-24,2022-12-24
app_tqgchgrg,cust_e40kzuj2,2024-04-05,2024-04-05,rejected,2024-04-06,,1500,,2024-04-05,2024-04-06
app_amkj3gg8,cust_fqeri7b0,2022-05-21,2022-05-21,rejected,2022-05-22,,500,,2022-05-21,2022-05-22
app_g1hqga5t,cust_kw1xsrqk,2024-11-01,2024-11-01,approved,2024-11-01,2024-11-07,2000,1000,2024-11-01,2024-11-01
app_fyuluu08,cust_8bp6nlnq,2022-04-05,2022-04-05,approved,2022-04-06,2022-04-11,3000,2000,2022-04-05,2022-04-06
app_6011jdia,cust_plo1urtt,2024-09-18,2024-09-18,rejected,2024-09-19,,2000,,2024-09-18,2024-09-19
app_fmvdu1sy,cust_8wm9lbb4,2023-12-30,2023-12-30,rejected,2023-12-30,,2000,,2023-12-30,2023-12-30
app_l45nxmza,cust_p9ociild,2022-06-03,2022-06-03,approved,2022-06-04,2022-06-08,1500,1500,2022-06-03,2022-06-04
app_ico4f0ks,cust_xpspaqal,2024-04-08,2024-04-08,rejected,2024-04-09,,5000,,2024-04-08,2024-04-09
app_k1kkpyul,cust_r3yfk8hw,2022-06-24,2022-06-24,rejected,2022-06-25,,2000,,2022-06-24,2022-06-25
app_klqjexgf,cust_2pthowq1,2023-01-25,2023-01-25,approved,2023-01-27,2023-02-03,5000,1500,2023-01-25,2023-01-27
app_v7sczm3z,cust_x37jw346,2022-05-21,2022-05-21,approved,2022-05-22,2022-05-25,3000,2000,2022-05-21,2022-05-22
app_enk1bks9,cust_kpl3cho3,2022-12-14,2022-12-14,approved,2022-12-15,2022-12-18,5000,1000,2022-12-14,2022-12-15
app_0fja21ie,cust_i3qupxbf,2022-10-23,2022-10-23,approved,2022-10-24,2022-10-30,3000,1500,2022-10-23,2022-10-24
app_f2nco4kw,cust_b02b6lkc,2024-04-19,2024-04-20,approved,2024-04-21,2024-04-28,1500,1000,2024-04-19,2024-04-21
app_bok340rw,cust_4iusexu1,2024-12-18,2024-12-18,rejected,2024-12-19,,5000,,2024-12-18,2024-12-19
app_7lw6s8q8,cust_lvo0ipfg,2023-08-05,2023-08-05,approved,2023-08-05,2023-08-11,1500,2000,2023-08-05,2023-08-05
app_093yctwx,cust_8lpy857n,2024-01-31,2024-01-31,rejected,2024-01-31,,1500,,2024-01-31,2024-01-31
app_j07uc4vh,cust_x7y2itl8,2024-02-10,2024-02-10,approved,2024-02-11,2024-02-15,500,2000,2024-02-10,2024-02-11
app_e36jea1j,cust_a877k71k,2022-12-13,2022-12-13,approved,2022-12-14,2022-12-18,3000,1500,2022-12-13,2022-12-14
app_0jzyu3ln,cust_b537qo4z,2022-07-30,2022-07-30,approved,2022-07-30,2022-08-04,1000,1000,2022-07-30,2022-07-30
app_lalzarz8,cust_30qabxw2,2022-10-30,2022-10-30,rejected,2022-10-30,,500,,2022-10-30,2022-10-30
app_bax6jfn7,cust_iz1xevo7,2024-08-03,2024-08-03,rejected,2024-08-04,,500,,2024-08-03,2024-08-04
app_oefbgyew,cust_2hog585i,2022-03-10,2022-03-10,approved,2022-03-10,2022-03-16,500,2000,2022-03-10,2022-03-10
app_zrenenep,cust_hzgopjdn,2022-09-23,2022-09-23,rejected,2022-09-23,,1500,,2022-09-23,2022-09-23
app_d5622as8,cust_rih83j0n,2024-06-17,2024-06-17,rejected,2024-06-17,,1500,,2024-06-17,2024-06-17
app_0hy9710s,cust_hnpvcub7,2024-08-23,2024-08-23,rejected,2024-08-25,,1500,,2024-08-23,2024-08-25
app_kksvqfzy,cust_0bjwkon8,2022-04-22,2022-04-22,approved,2022-04-22,2022-04-28,5000,500,2022-04-22,2022-04-22
app_jnyhpizc,cust_eltfebe5,2023-08-21,2023-08-21,approved,2023-08-22,2023-08-29,5000,2000,2023-08-21,2023-08-22
app_3ksk4dpg,cust_1jl6l91f,2024-07-13,2024-07-13,approved,2024-07-14,2024-07-19,1500,1500,2024-07-13,2024-07-14
app_bmje9hh5,cust_zp97bmzr,2024-10-16,2024-10-16,approved,2024-10-17,2024-10-22,2000,1000,2024-10-16,2024-10-17
app_s5fblkar,cust_k403uxh9,2022-02-04,2022-02-04,rejected,2022-02-04,,1000,,2022-02-04,2022-02-04
app_980twb0v,cust_y5ayyov8,2023-10-30,2023-10-30,rejected,2023-10-31,,1000,,2023-10-30,2023-10-31
app_4pyixogw,cust_8va8x8l0,2022-10-19,2022-10-19,approved,2022-10-20,2022-10-25,5000,1000,2022-10-19,2022-10-20
app_5azdfd0g,cust_c8nog85d,2023-03-14,2023-03-14,rejected,2023-03-15,,3000,,2023-03-14,2023-03-15
app_uowcd75t,cust_erp3lyex,2024-02-17,2024-02-17,approved,2024-02-18,2024-02-21,500,1500,2024-02-17,2024-02-18
app_2blznxa0,cust_bdpdxujj,2022-06-18,2022-06-18,approved,2022-06-19,2022-06-26,500,2000,2022-06-18,2022-06-19
app_jdqymaeb,cust_4bozl01q,2023-07-04,2023-07-04,rejected,2023-07-05,,1000,,2023-07-04,2023-07-05
app_y5jsfwi6,cust_9jypaoax,2024-08-14,2024-08-14,rejected,2024-08-14,,500,,2024-08-14,2024-08-14
app_e41fj9vi,cust_w9myyoke,2022-02-27,2022-02-27,approved,2022-02-28,2022-03-03,1000,2000,2022-02-27,2022-02-28
app_6x2w66y0,cust_u09bos07,2024-10-15,2024-10-15,approved,2024-10-16,2024-10-23,1500,1500,2024-10-15,2024-10-16
app_j0pnepbg,cust_jx6ewxqp,2022-12-05,2022-12-05,approved,2022-12-06,2022-12-10,500,1500,2022-12-05,2022-12-06
app_y8kyw2p0,cust_6mv4xekz,2024-06-02,2024-06-02,approved,2024-06-03,2024-06-10,500,1500,2024-06-02,2024-06-03
app_27raeqrg,cust_4wk0yehv,2022-08-06,2022-08-06,rejected,2022-08-07,,2000,,2022-08-06,2022-08-07
app_x30tq81m,cust_9mjyg4s3,2023-12-11,2023-12-11,rejected,2023-12-11,,500,,2023-12-11,2023-12-11
app_h5s0iplw,cust_mmb5jfys,2022-09-01,2022-09-01,approved,2022-09-01,2022-09-05,1000,1500,2022-09-01,2022-09-01
app_cmmf6254,cust_ddv283bd,2022-09-04,2022-09-04,approved,2022-09-05,2022-09-08,500,1500,2022-09-04,2022-09-05
app_0mx8u2f7,cust_s0dxme4p,2024-05-19,2024-05-19,approved,2024-05-20,2024-05-23,3000,2000,2024-05-19,2024-05-20
app_vmbbs4wd,cust_gjzowi1t,2023-04-30,2023-04-30,approved,2023-04-30,2023-05-04,2000,500,2023-04-30,2023-04-30
app_gruocgua,cust_sy7p1zsc,2023-11-25,2023-11-25,rejected,2023-11-26,,500,,2023-11-25,2023-11-26
app_kk3vvwef,cust_lm36vfox,2024-07-17,2024-07-17,approved,2024-07-17,2024-07-23,3000,500,2024-07-17,2024-07-17
app_oa9656vh,cust_kbm00e9k,2022-08-07,2022-08-07,rejected,2022-08-08,,1000,,2022-08-07,2022-08-08
app_582bl91r,cust_6tj3kps0,2024-02-19,2024-02-19,approved,2024-02-19,2024-02-22,1500,1500,2024-02-19,2024-02-19
app_wpbmdycl,cust_ufn0dsg2,2024-07-22,2024-07-22,approved,2024-07-23,2024-07-28,5000,1000,2024-07-22,2024-07-23
app_nh1mtvet,cust_5rqnsvso,2023-07-09,2023-07-09,rejected,2023-07-09,,1000,,2023-07-09,2023-07-09
app_js4oskox,cust_0pfsrq8s,2024-12-22,2024-12-22,approved,2024-12-23,2024-12-29,1000,1000,2024-12-22,2024-12-23
app_8egqvkn6,cust_n8voeubf,2024-02-03,2024-02-03,approved,2024-02-03,2024-02-06,2000,500,2024-02-03,2024-02-03
app_38f16ek7,cust_2p7kkg0a,2024-01-04,2024-01-04,approved,2024-01-04,2024-01-07,1500,2000,2024-01-04,2024-01-04
app_qbdixa14,cust_mn44eew1,2024-07-20,2024-07-20,approved,2024-07-21,2024-07-28,500,1000,2024-07-20,2024-07-21
app_jk6zij9b,cust_n6mbypjd,2023-01-05,2023-01-05,approved,2023-01-05,2023-01-12,1500,1000,2023-01-05,2023-01-05
app_qyrko0z8,cust_eugwubug,2024-09-21,2024-09-21,approved,2024-09-22,2024-09-26,500,1000,2024-09-21,2024-09-22
app_c5yald71,cust_jh34udtl,2022-04-12,2022-04-13,approved,2022-04-14,2022-04-18,3000,500,2022-04-12,2022-04-14
app_11v7k3d5,cust_tnd9tkg1,2022-12-04,2022-12-04,approved,2022-12-05,2022-12-12,1000,500,2022-12-04,2022-12-05
app_vlzfcma2,cust_acololn3,2022-09-27,2022-09-27,approved,2022-09-28,2022-10-02,5000,2000,2022-09-27,2022-09-28
app_hcrge9ks,cust_s8jltcbw,2022-02-19,2022-02-19,rejected,2022-02-20,,1500,,2022-02-19,2022-02-20
app_5f0gfupi,cust_2kodwh8n,2023-01-06,2023-01-06,approved,2023-01-06,2023-01-10,5000,500,2023-01-06,2023-01-06
